"id","gauge_id","source_id","segment","unit","value","date","mode"
291760801,1672,,1,1,0.36666666666667,"2025-03-05",4
291760832,1672,,1,1,0.36666666666667,"2025-03-05",0
291773352,5394,594117,1,4,4.3862068965517,"2025-03-05",1
291773382,5394,,1,4,4.3862068965517,"2025-03-05",4
291773412,5394,,1,4,4.3862068965517,"2025-03-05",0
291782757,8875,594166,1,1,18.396551724138,"2025-03-05",1
291782787,8875,,1,1,18.396551724138,"2025-03-05",4
291782817,8875,,1,1,18.396551724138,"2025-03-05",0
291783059,8874,594168,2,2,30.655172413793,"2025-03-05",1
291783060,8874,594168,3,2,5.5172413793103,"2025-03-05",1
291783119,8874,,2,2,30.655172413793,"2025-03-05",4
291783120,8874,,3,2,5.5172413793103,"2025-03-05",4
291783179,8874,,2,2,30.655172413793,"2025-03-05",0
291783180,8874,,3,2,5.5172413793103,"2025-03-05",0
291783395,8876,594170,1,1,1.0172413793103,"2025-03-05",1
291783425,8876,,1,1,1.0172413793103,"2025-03-05",4
291783455,8876,,1,1,1.0172413793103,"2025-03-05",0
291791803,4508,594189,2,2,37.733333333333,"2025-03-05",1
291791874,4508,,2,2,37.733333333333,"2025-03-05",4
291791922,4508,,2,2,37.733333333333,"2025-03-05",0
291804618,4784,594273,1,1,0.25,"2025-03-05",1
291804686,4784,,1,1,0.25,"2025-03-05",4
291804751,4784,,1,1,0.25,"2025-03-05",0
291804817,4785,594274,1,1,0.11235714285715,"2025-03-05",1
291804858,4785,,1,1,0.11235714285715,"2025-03-05",4
291804891,4785,,1,1,0.11235714285715,"2025-03-05",0
291805050,4782,594277,2,2,19.785714285714,"2025-03-05",1
291805051,4782,594277,3,2,6.3095238095238,"2025-03-05",1
291805094,4782,,2,2,19.785714285714,"2025-03-05",4
291805095,4782,,3,2,6.3095238095238,"2025-03-05",4
291805138,4782,,2,2,19.785714285714,"2025-03-05",0
291805139,4782,,3,2,6.3095238095238,"2025-03-05",0
291805234,4783,594279,1,4,0.43785714285714,"2025-03-05",1
291805242,4783,,1,4,0.43785714285714,"2025-03-05",4
291805250,4783,,1,4,0.43785714285714,"2025-03-05",0
291805359,4788,594281,1,1,0.92857142857143,"2025-03-05",1
291805381,4788,,1,1,0.92857142857143,"2025-03-05",4
291805403,4788,,1,1,0.92857142857143,"2025-03-05",0
291805498,4789,594283,1,1,0.28585714285715,"2025-03-05",1
291805506,4789,,1,1,0.28585714285715,"2025-03-05",4
291805514,4789,,1,1,0.28585714285715,"2025-03-05",0
291805644,4786,594285,2,2,28.333333333333,"2025-03-05",1
291805645,4786,594285,3,2,2.1428571428571,"2025-03-05",1
291805688,4786,,2,2,28.333333333333,"2025-03-05",4
291805689,4786,,3,2,2.1428571428571,"2025-03-05",4
291805732,4786,,2,2,28.333333333333,"2025-03-05",0
291805733,4786,,3,2,2.1428571428571,"2025-03-05",0
291805828,4787,594287,1,4,0.75857142857143,"2025-03-05",1
291805872,4787,,1,4,0.75857142857143,"2025-03-05",4
291805902,4787,,1,4,0.75857142857143,"2025-03-05",0
291809281,10651,594296,1,1,5.3689453125,"2025-03-05",1
291809714,10651,,1,1,5.3689453125,"2025-03-05",4
291810147,10651,,1,1,5.3689453125,"2025-03-05",0
291810830,7428,594298,1,1,5.830640625,"2025-03-05",1
291810895,7428,,1,1,5.830640625,"2025-03-05",4
291810960,7428,,1,1,5.830640625,"2025-03-05",0
291811241,5343,594299,2,2,37.269230769231,"2025-03-05",1
291811242,5343,594299,3,2,3.6153846153846,"2025-03-05",1
291811295,5343,,2,2,37.269230769231,"2025-03-05",4
291811296,5343,,3,2,3.6153846153846,"2025-03-05",4
291811349,5343,,2,2,37.269230769231,"2025-03-05",0
291811350,5343,,3,2,3.6153846153846,"2025-03-05",0
291812220,5346,594301,1,2,0.45868286538461,"2025-03-05",1
291812247,5346,,1,2,0.45868286538461,"2025-03-05",4
291812274,5346,,1,2,0.45868286538461,"2025-03-05",0
291812301,5347,594302,1,1,0.78846153846154,"2025-03-05",1
291850363,5367,594329,1,4,0.068928571428572,"2025-03-05",1
291850430,5367,,1,4,0.068928571428572,"2025-03-05",4
291850537,5367,,1,4,0.068928571428572,"2025-03-05",0
291850653,5368,594331,1,4,0.64964285714286,"2025-03-05",1
291850682,5368,,1,4,0.64964285714286,"2025-03-05",4
291850711,5368,,1,4,0.64964285714286,"2025-03-05",0
291850914,5371,594334,1,4,0.53035714285714,"2025-03-05",1
291850943,5371,,1,4,0.53035714285714,"2025-03-05",4
291850972,5371,,1,4,0.53035714285714,"2025-03-05",0
291851001,5374,594335,1,4,0.52446428571429,"2025-03-05",1
291851030,5374,,1,4,0.52446428571429,"2025-03-05",4
291851059,5374,,1,4,0.52446428571429,"2025-03-05",0
291853092,5364,594337,1,4,0.91589285714286,"2025-03-05",1
291853121,5364,,1,4,0.91589285714286,"2025-03-05",4
291853150,5364,,1,4,0.91589285714286,"2025-03-05",0
291930318,8750,594412,2,2,18.838709677419,"2025-03-05",1
291930350,8750,,2,2,18.838709677419,"2025-03-05",4
291930382,8750,,2,2,18.838709677419,"2025-03-05",0
291934846,5308,,1,1,0.0,"2025-03-05",2
291934848,5308,,1,1,0.0,"2025-03-05",4
291934850,5308,,1,1,0.0,"2025-03-05",0
291934852,5295,,2,2,32.288922820655,"2025-03-05",2
291934854,5295,,2,2,32.288922820655,"2025-03-05",4
291934856,5295,,2,2,32.288922820655,"2025-03-05",0
291934858,5289,,2,2,0.0,"2025-03-05",2
291934860,5289,,2,2,0.0,"2025-03-05",4
291934862,5289,,2,2,0.0,"2025-03-05",0
291934864,5290,,2,2,0.0,"2025-03-05",2
291934866,5290,,2,2,0.0,"2025-03-05",4
291934868,5290,,2,2,0.0,"2025-03-05",0
291934870,5279,,2,2,4.7651641527134,"2025-03-05",2
291934872,5279,,2,2,4.7651641527134,"2025-03-05",4
291934874,5279,,2,2,4.7651641527134,"2025-03-05",0
291934876,5287,,2,2,0.0,"2025-03-05",2
291934877,5287,,2,2,0.0,"2025-03-05",4
291934878,5287,,2,2,0.0,"2025-03-05",0
291934879,5271,,2,2,16.190535664706,"2025-03-05",2
291934881,5271,,2,2,16.190535664706,"2025-03-05",4
291934883,5271,,2,2,16.190535664706,"2025-03-05",0
291934885,5298,,2,2,36.942422678906,"2025-03-05",2
291934887,5298,,2,2,36.942422678906,"2025-03-05",4
291934889,5298,,2,2,36.942422678906,"2025-03-05",0
291934891,5270,,2,2,6.095694444443,"2025-03-05",2
291934893,5270,,2,2,6.095694444443,"2025-03-05",4
291934895,5270,,2,2,6.095694444443,"2025-03-05",0
291934897,5272,,2,2,12.309379885287,"2025-03-05",2
291934899,5272,,2,2,12.309379885287,"2025-03-05",4
291934901,5272,,2,2,12.309379885287,"2025-03-05",0
291934903,5281,,2,2,7.3948505340512,"2025-03-05",2
291934905,5281,,2,2,7.3948505340512,"2025-03-05",4
291934907,5281,,2,2,7.3948505340512,"2025-03-05",0
291934909,5291,,2,2,10.992329774249,"2025-03-05",2
291934911,5291,,2,2,10.992329774249,"2025-03-05",4
291934913,5291,,2,2,10.992329774249,"2025-03-05",0
291934915,5273,,2,2,22.28300472091,"2025-03-05",2
291934917,5273,,2,2,22.28300472091,"2025-03-05",4
291934919,5273,,2,2,22.28300472091,"2025-03-05",0
291934921,5296,,2,2,9.4112048871612,"2025-03-05",2
291934923,5296,,2,2,9.4112048871612,"2025-03-05",4
291934925,5296,,2,2,9.4112048871612,"2025-03-05",0
291934927,5297,,2,2,29.11446820327,"2025-03-05",2
291934929,5297,,2,2,29.11446820327,"2025-03-05",4
291934931,5297,,2,2,29.11446820327,"2025-03-05",0
291934933,5299,,2,2,2.49831839234,"2025-03-05",2
291934935,5299,,2,2,2.49831839234,"2025-03-05",4
291934937,5299,,2,2,2.49831839234,"2025-03-05",0
291934939,5307,,1,1,0.0,"2025-03-05",2
291934941,5307,,1,1,0.0,"2025-03-05",4
291934943,5307,,1,1,0.0,"2025-03-05",0
291934945,5311,,1,1,0.0,"2025-03-05",2
291934947,5311,,1,1,0.0,"2025-03-05",4
291934949,5311,,1,1,0.0,"2025-03-05",0
291934951,5256,,1,1,0.0,"2025-03-05",2
291934953,5256,,1,1,0.0,"2025-03-05",4
291934955,5256,,1,1,0.0,"2025-03-05",0
291934957,5324,,1,1,0.0,"2025-03-05",2
291934959,5324,,1,1,0.0,"2025-03-05",4
291934961,5324,,1,1,0.0,"2025-03-05",0
291934963,5334,,1,1,0.0,"2025-03-05",2
291934965,5334,,1,1,0.0,"2025-03-05",4
291934967,5334,,1,1,0.0,"2025-03-05",0
291934969,5338,,1,1,0.0,"2025-03-05",2
291934971,5338,,1,1,0.0,"2025-03-05",4
291934973,5338,,1,1,0.0,"2025-03-05",0
291934975,5347,,1,1,0.0,"2025-03-05",2
291934977,5347,,1,1,0.0,"2025-03-05",4
291934979,5347,,1,1,0.0,"2025-03-05",0
291934981,5260,,1,1,5.0999999999995,"2025-03-05",2
291934983,5260,,1,1,5.0999999999995,"2025-03-05",4
291934985,5260,,1,1,5.0999999999995,"2025-03-05",0
291934987,5315,,1,1,0.089999999999996,"2025-03-05",2
291934989,5315,,1,1,0.089999999999996,"2025-03-05",4
291934991,5315,,1,1,0.089999999999996,"2025-03-05",0
291934993,5317,,1,1,0.0,"2025-03-05",2
291934995,5317,,1,1,0.0,"2025-03-05",4
291934997,5317,,1,1,0.0,"2025-03-05",0
291934999,5253,,1,1,0.30000000000018,"2025-03-05",2
291935001,5253,,1,1,0.30000000000018,"2025-03-05",4
291935003,5253,,1,1,0.30000000000018,"2025-03-05",0
291935005,5252,,1,1,0.0,"2025-03-05",2
291935007,5252,,1,1,0.0,"2025-03-05",4
291935009,5252,,1,1,0.0,"2025-03-05",0
291935011,6004,,1,1,1.6599999999999,"2025-03-05",2
291935013,6004,,1,1,1.6599999999999,"2025-03-05",4
291935015,6004,,1,1,1.6599999999999,"2025-03-05",0
291935017,6164,,1,1,7.6610283687946,"2025-03-05",2
291935019,6164,,1,1,7.6610283687946,"2025-03-05",4
291935021,6164,,1,1,7.6610283687946,"2025-03-05",0
291935023,6046,,1,1,3.2788275862073,"2025-03-05",2
291935025,6046,,1,1,3.2788275862073,"2025-03-05",4
291935027,6046,,1,1,3.2788275862073,"2025-03-05",0
291935029,6248,,1,1,0.48999999999978,"2025-03-05",2
291935031,6248,,1,1,0.48999999999978,"2025-03-05",4
291935033,6248,,1,1,0.48999999999978,"2025-03-05",0
291935035,5951,,1,1,0.0,"2025-03-05",2
291935037,5951,,1,1,0.0,"2025-03-05",4
291935039,5951,,1,1,0.0,"2025-03-05",0
291935041,6157,,1,1,0.0,"2025-03-05",2
291935043,6157,,1,1,0.0,"2025-03-05",4
291935045,6157,,1,1,0.0,"2025-03-05",0
291935047,6221,,1,1,0.91100000000006,"2025-03-05",2
291935049,6221,,1,1,0.91100000000006,"2025-03-05",4
291935051,6221,,1,1,0.91100000000006,"2025-03-05",0
291935053,6242,,1,1,2.6700773662348,"2025-03-05",2
291935055,6242,,1,1,2.6700773662348,"2025-03-05",4
291935057,6242,,1,1,2.6700773662348,"2025-03-05",0
291935059,6201,,1,1,1.4845200000001,"2025-03-05",2
291935061,6201,,1,1,1.4845200000001,"2025-03-05",4
291935063,6201,,1,1,1.4845200000001,"2025-03-05",0
291935065,5931,,1,1,0.0,"2025-03-05",2
291935067,5931,,1,1,0.0,"2025-03-05",4
291935069,5931,,1,1,0.0,"2025-03-05",0
291935071,6180,,1,1,7.9884191119235,"2025-03-05",2
291935073,6180,,1,1,7.9884191119235,"2025-03-05",4
291935075,6180,,1,1,7.9884191119235,"2025-03-05",0
291935077,6126,,1,1,2.3176837016574,"2025-03-05",2
291935079,6126,,1,1,2.3176837016574,"2025-03-05",4
291935081,6126,,1,1,2.3176837016574,"2025-03-05",0
291935083,5970,,1,1,0.0,"2025-03-05",2
291935085,5970,,1,1,0.0,"2025-03-05",4
291935087,5970,,1,1,0.0,"2025-03-05",0
291935089,6035,,1,1,0.30500000000006,"2025-03-05",2
291935091,6035,,1,1,0.30500000000006,"2025-03-05",4
291935093,6035,,1,1,0.30500000000006,"2025-03-05",0
291935095,6045,,1,1,0.79999999999995,"2025-03-05",2
291935097,6045,,1,1,0.79999999999995,"2025-03-05",4
291935099,6045,,1,1,0.79999999999995,"2025-03-05",0
291935101,5799,,1,1,3.7502084491382,"2025-03-05",2
291935103,5799,,1,1,3.7502084491382,"2025-03-05",4
291935105,5799,,1,1,3.7502084491382,"2025-03-05",0
291935107,5739,,1,1,0.0,"2025-03-05",2
291935109,5739,,1,1,0.0,"2025-03-05",4
291935111,5739,,1,1,0.0,"2025-03-05",0
291935113,5825,,1,1,3.2993711398102,"2025-03-05",2
291935115,5825,,1,1,3.2993711398102,"2025-03-05",4
291935117,5825,,1,1,3.2993711398102,"2025-03-05",0
291935119,5817,,1,1,4.6725481978221,"2025-03-05",2
291935307,5817,,1,1,4.6725481978221,"2025-03-05",4
291935324,5817,,1,1,4.6725481978221,"2025-03-05",0
291935361,5894,,1,1,1.8099999999999,"2025-03-05",2
291935363,5894,,1,1,1.8099999999999,"2025-03-05",4
291935365,5894,,1,1,1.8099999999999,"2025-03-05",0
291935367,5849,,1,1,65.669800166526,"2025-03-05",2
291935369,5849,,1,1,65.669800166526,"2025-03-05",4
291935371,5849,,1,1,65.669800166526,"2025-03-05",0
291935373,1349,,1,1,4.668685268126,"2025-03-05",2
291935375,1349,,1,1,4.668685268126,"2025-03-05",4
291935377,1349,,1,1,4.668685268126,"2025-03-05",0
291935379,1381,,1,1,0.94800000000009,"2025-03-05",2
291935381,1381,,1,1,0.94800000000009,"2025-03-05",4
291935383,1381,,1,1,0.94800000000009,"2025-03-05",0
291935385,1384,,1,1,6.3278990753731,"2025-03-05",2
291935387,1384,,1,1,6.3278990753731,"2025-03-05",4
291935389,1384,,1,1,6.3278990753731,"2025-03-05",0
291935391,1342,,1,1,6.2900000000009,"2025-03-05",2
291935393,1342,,1,1,6.2900000000009,"2025-03-05",4
291935395,1342,,1,1,6.2900000000009,"2025-03-05",0
291935397,1416,,1,1,2.7699999999995,"2025-03-05",2
291935399,1416,,1,1,2.7699999999995,"2025-03-05",4
291935401,1416,,1,1,2.7699999999995,"2025-03-05",0
291935403,1461,,1,1,1.1600000000003,"2025-03-05",2
291935405,1461,,1,1,1.1600000000003,"2025-03-05",4
291935407,1461,,1,1,1.1600000000003,"2025-03-05",0
291935409,1431,,1,1,1.9702033930684,"2025-03-05",2
291935411,1431,,1,1,1.9702033930684,"2025-03-05",4
291935413,1431,,1,1,1.9702033930684,"2025-03-05",0
291935415,1482,,1,1,4.8745386325736,"2025-03-05",2
291935417,1482,,1,1,4.8745386325736,"2025-03-05",4
291935419,1482,,1,1,4.8745386325736,"2025-03-05",0
291935421,1392,,1,1,12.062668545188,"2025-03-05",2
291935423,1392,,1,1,12.062668545188,"2025-03-05",4
291935425,1392,,1,1,12.062668545188,"2025-03-05",0
291935427,1450,,1,1,1.422776077886,"2025-03-05",2
291935429,1450,,1,1,1.422776077886,"2025-03-05",4
291935431,1450,,1,1,1.422776077886,"2025-03-05",0
291935433,1361,,1,1,4.1383637368715,"2025-03-05",2
291935435,1361,,1,1,4.1383637368715,"2025-03-05",4
291935437,1361,,1,1,4.1383637368715,"2025-03-05",0
291935439,1468,,1,1,3.860019298399,"2025-03-05",2
291935441,1468,,1,1,3.860019298399,"2025-03-05",4
291935443,1468,,1,1,3.860019298399,"2025-03-05",0
291935445,1336,,1,1,8.2920344635908,"2025-03-05",2
291935447,1336,,1,1,8.2920344635908,"2025-03-05",4
291935449,1336,,1,1,8.2920344635908,"2025-03-05",0
291935451,1459,,1,1,1.3700000000001,"2025-03-05",2
291935453,1459,,1,1,1.3700000000001,"2025-03-05",4
291935455,1459,,1,1,1.3700000000001,"2025-03-05",0
291935457,1346,,1,1,4.5486858049675,"2025-03-05",2
291935459,1346,,1,1,4.5486858049675,"2025-03-05",4
291935461,1346,,1,1,4.5486858049675,"2025-03-05",0
291935463,1373,,1,1,10.114834030684,"2025-03-05",2
291935465,1373,,1,1,10.114834030684,"2025-03-05",4
291935467,1373,,1,1,10.114834030684,"2025-03-05",0
291935469,1477,,1,1,1.6300000000001,"2025-03-05",2
291935470,1477,,1,1,1.6300000000001,"2025-03-05",4
291935471,1477,,1,1,1.6300000000001,"2025-03-05",0
291935472,1474,,1,1,5.7999999999993,"2025-03-05",2
291935474,1474,,1,1,5.7999999999993,"2025-03-05",4
291935476,1474,,1,1,5.7999999999993,"2025-03-05",0
291935478,1343,,1,1,0.0,"2025-03-05",2
291935480,1343,,1,1,0.0,"2025-03-05",4
291935482,1343,,1,1,0.0,"2025-03-05",0
291935484,1455,,1,1,7.6789157631362,"2025-03-05",2
291935486,1455,,1,1,7.6789157631362,"2025-03-05",4
291935488,1455,,1,1,7.6789157631362,"2025-03-05",0
291935490,1394,,1,1,6.9604014252391,"2025-03-05",2
291935492,1394,,1,1,6.9604014252391,"2025-03-05",4
291935494,1394,,1,1,6.9604014252391,"2025-03-05",0
291935496,1362,,1,1,10.320128576023,"2025-03-05",2
291935498,1362,,1,1,10.320128576023,"2025-03-05",4
291935500,1362,,1,1,10.320128576023,"2025-03-05",0
291935502,1330,,1,1,18.991194957635,"2025-03-05",2
291935504,1330,,1,1,18.991194957635,"2025-03-05",4
291935506,1330,,1,1,18.991194957635,"2025-03-05",0
291935508,1338,,1,1,0.0,"2025-03-05",2
291935510,1338,,1,1,0.0,"2025-03-05",4
291935512,1338,,1,1,0.0,"2025-03-05",0
291935514,1412,,1,1,11.711466649845,"2025-03-05",2
291935516,1412,,1,1,11.711466649845,"2025-03-05",4
291935518,1412,,1,1,11.711466649845,"2025-03-05",0
291935520,5971,,1,1,16.060485651215,"2025-03-05",2
291935522,5971,,1,1,16.060485651215,"2025-03-05",4
291935524,5971,,1,1,16.060485651215,"2025-03-05",0
291935526,6090,,1,1,1.492592245653,"2025-03-05",2
291935528,6090,,1,1,1.492592245653,"2025-03-05",4
291935530,6090,,1,1,1.492592245653,"2025-03-05",0
291935532,5953,,1,1,0.02,"2025-03-05",2
291935534,5953,,1,1,0.02,"2025-03-05",4
291935536,5953,,1,1,0.02,"2025-03-05",0
291935538,6095,,1,1,1.4905449114689,"2025-03-05",2
291935540,6095,,1,1,1.4905449114689,"2025-03-05",4
291935542,6095,,1,1,1.4905449114689,"2025-03-05",0
291935544,6024,,1,1,3.3971053237144,"2025-03-05",2
291935546,6024,,1,1,3.3971053237144,"2025-03-05",4
291935548,6024,,1,1,3.3971053237144,"2025-03-05",0
291935550,5954,,1,1,14.900000000001,"2025-03-05",2
291935552,5954,,1,1,14.900000000001,"2025-03-05",4
291935554,5954,,1,1,14.900000000001,"2025-03-05",0
291935556,3031,,11,2,187.0,"2025-03-05",2
291935558,3031,,11,2,187.0,"2025-03-05",4
291935560,3031,,11,2,187.0,"2025-03-05",0
291935562,3244,,11,2,88.25,"2025-03-05",2
291935564,3244,,11,2,88.25,"2025-03-05",4
291935566,3244,,11,2,88.25,"2025-03-05",0
291935568,2995,,11,2,105.4575,"2025-03-05",2
291935570,2995,,11,2,105.4575,"2025-03-05",4
291935572,2995,,11,2,105.4575,"2025-03-05",0
291935574,2981,,11,2,415.8375,"2025-03-05",2
291935576,2981,,11,2,415.8375,"2025-03-05",4
291935578,2981,,11,2,415.8375,"2025-03-05",0
291935580,3023,,11,2,29.5,"2025-03-05",2
291935581,3023,,11,2,29.5,"2025-03-05",4
291935582,3023,,11,2,29.5,"2025-03-05",0
291935583,3176,,11,2,2194.92,"2025-03-05",2
291935584,3176,,11,2,2194.92,"2025-03-05",4
291935585,3176,,11,2,2194.92,"2025-03-05",0
291935586,2893,,11,2,53.0,"2025-03-05",2
291935588,2893,,11,2,53.0,"2025-03-05",4
291935590,2893,,11,2,53.0,"2025-03-05",0
291935592,2902,,11,2,53.0,"2025-03-05",2
291935593,2902,,11,2,53.0,"2025-03-05",4
291935594,2902,,11,2,53.0,"2025-03-05",0
291935595,3035,,11,2,37.5,"2025-03-05",2
291935596,3035,,11,2,37.5,"2025-03-05",4
291935597,3035,,11,2,37.5,"2025-03-05",0
291935598,3005,,11,2,28.0,"2025-03-05",2
291935599,3005,,11,2,28.0,"2025-03-05",4
291935600,3005,,11,2,28.0,"2025-03-05",0
291935601,3036,,11,2,123.43,"2025-03-05",2
291935602,3036,,11,2,123.43,"2025-03-05",4
291935603,3036,,11,2,123.43,"2025-03-05",0
291935604,3043,,11,2,59.0,"2025-03-05",2
291935606,3043,,11,2,59.0,"2025-03-05",4
291935608,3043,,11,2,59.0,"2025-03-05",0
291935610,3051,,11,2,102.56475,"2025-03-05",2
291935612,3051,,11,2,102.56475,"2025-03-05",4
291935614,3051,,11,2,102.56475,"2025-03-05",0
291935616,2950,,11,2,424.665,"2025-03-05",2
291935622,2926,,11,2,38.0,"2025-03-05",2
291935624,2926,,11,2,38.0,"2025-03-05",4
291935626,2926,,11,2,38.0,"2025-03-05",0
291935628,3248,,11,2,252.87,"2025-03-05",2
291935630,3248,,11,2,252.87,"2025-03-05",4
291935632,3248,,11,2,252.87,"2025-03-05",0
291935634,2896,,11,2,112.9975,"2025-03-05",2
291935635,2896,,11,2,112.9975,"2025-03-05",4
291935636,2896,,11,2,112.9975,"2025-03-05",0
291935655,3090,,11,2,110.25,"2025-03-05",2
291935662,3090,,11,2,110.25,"2025-03-05",4
291935663,3090,,11,2,110.25,"2025-03-05",0
291935682,2990,,11,2,135.5,"2025-03-05",2
291935686,2990,,11,2,135.5,"2025-03-05",4
291935688,2990,,11,2,135.5,"2025-03-05",0
291935700,2932,,11,2,399.9,"2025-03-05",2
291935702,2932,,11,2,399.9,"2025-03-05",4
291935704,2932,,11,2,399.9,"2025-03-05",0
291935708,10134,,1,1,0.0,"2025-03-05",2
291935709,10134,,1,1,0.0,"2025-03-05",4
291935710,10134,,1,1,0.0,"2025-03-05",0
291935715,2939,,1,4,0.0,"2025-03-05",2
291935716,2939,,1,4,0.0,"2025-03-05",4
291935717,2939,,1,4,0.0,"2025-03-05",0
291935720,2954,,1,4,0.13166809082042,"2025-03-05",2
291935727,2955,,1,4,0.24500020345417,"2025-03-05",2
291935730,2955,,1,4,0.24500020345417,"2025-03-05",4
291935733,2955,,1,4,0.24500020345417,"2025-03-05",0
291935736,2957,,1,4,0.0058333079016665,"2025-03-05",2
291935737,2957,,1,4,0.0058333079016665,"2025-03-05",4
291935740,2957,,1,4,0.0058333079016665,"2025-03-05",0
291935745,2927,,1,2,0.0041666825612375,"2025-03-05",2
291935746,2927,,1,2,0.0041666825612375,"2025-03-05",4
291935747,2927,,1,2,0.0041666825612375,"2025-03-05",0
291935750,2928,,1,4,0.034666697184583,"2025-03-05",2
291935755,2928,,1,4,0.034666697184583,"2025-03-05",4
291935756,2928,,1,4,0.034666697184583,"2025-03-05",0
291935759,2949,,1,4,0.041416168212917,"2025-03-05",2
291935766,2998,,1,4,0.316670735675,"2025-03-05",2
291935769,2998,,1,4,0.316670735675,"2025-03-05",4
291935770,2998,,1,4,0.316670735675,"2025-03-05",0
291935775,2993,,1,4,0.19000244140417,"2025-03-05",2
291935776,2993,,1,4,0.19000244140417,"2025-03-05",4
291935777,2993,,1,4,0.19000244140417,"2025-03-05",0
291935780,2983,,1,4,0.0,"2025-03-05",2
291935785,2983,,1,4,0.0,"2025-03-05",4
291935786,2983,,1,4,0.0,"2025-03-05",0
291935789,2894,,1,4,0.115,"2025-03-05",2
291935792,2894,,1,4,0.115,"2025-03-05",4
291935795,2894,,1,4,0.115,"2025-03-05",0
291935796,2974,,1,4,0.0,"2025-03-05",2
291935799,2974,,1,4,0.0,"2025-03-05",4
291935800,2974,,1,4,0.0,"2025-03-05",0
291935805,2933,,1,4,0.41666666666667,"2025-03-05",2
291935806,2933,,1,4,0.41666666666667,"2025-03-05",4
291935807,2933,,1,4,0.41666666666667,"2025-03-05",0
291935812,3173,,1,4,0.44208272298333,"2025-03-05",2
291935815,3173,,1,4,0.44208272298333,"2025-03-05",4
291935816,3173,,1,4,0.44208272298333,"2025-03-05",0
291935819,2947,,1,4,0.092082977295,"2025-03-05",2
291935822,2947,,1,4,0.092082977295,"2025-03-05",4
291935825,2947,,1,4,0.092082977295,"2025-03-05",0
291935826,3178,,1,4,0.0,"2025-03-05",2
291935829,3178,,1,4,0.0,"2025-03-05",4
291935830,3178,,1,4,0.0,"2025-03-05",0
291935835,3088,,1,4,1.5991666666667,"2025-03-05",2
291935836,3088,,1,4,1.5991666666667,"2025-03-05",4
291935837,3088,,1,4,1.5991666666667,"2025-03-05",0
291935840,3082,,1,4,0.0,"2025-03-05",2
291935845,3082,,1,4,0.0,"2025-03-05",4
291935846,3082,,1,4,0.0,"2025-03-05",0
291935849,3245,,1,4,0.0,"2025-03-05",2
291935851,3245,,1,4,0.0,"2025-03-05",4
291935855,3245,,1,4,0.0,"2025-03-05",0
291935856,3230,,1,4,0.082084655761667,"2025-03-05",2
291935859,3230,,1,4,0.082084655761667,"2025-03-05",4
291935860,3230,,1,4,0.082084655761667,"2025-03-05",0
291935865,5850,,1,1,0.0,"2025-03-05",2
291935867,5850,,1,1,0.0,"2025-03-05",4
291935870,5850,,1,1,0.0,"2025-03-05",0
291935877,6071,,1,1,1.59,"2025-03-05",2
291935881,6071,,1,1,1.59,"2025-03-05",4
291935883,6071,,1,1,1.59,"2025-03-05",0
291935889,6205,,1,1,0.0,"2025-03-05",2
291935893,6205,,1,1,0.0,"2025-03-05",4
291935897,6205,,1,1,0.0,"2025-03-05",0
